Year,Month,Day,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
2015,1,7,Weekend,0,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WASHINGTON & WILSON,39.15148012,-86.53250992
2015,1,7,Weekend,200,2-Car,No injury/unknown,UNSAFE BACKING,N JORDAN,39.17631322,-86.51321032
2015,1,6,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,WALNUT & WINSLOW,39.13679409,-86.52933809
2015,1,6,Weekend,2200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,BRIGHTON & WAMPLER,39.33448,-86.614368
2015,1,7,Weekend,1500,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,2ND & LINCOLN,39.16144,-86.531056
2015,1,7,Weekend,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,7TH & WASHINGTON,39.16864,-86.5324
2015,1,7,Weekend,1500,2-Car,No injury/unknown,UNSAFE BACKING,S BASSWOOD,39.1513963,-86.57068043
2015,1,7,Weekend,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,COLLEGE MALL & COVENANTER,39.155152,-86.497888
2015,1,7,Weekend,1400,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,9TH & LINCOLN,39.170544,-86.530992
2015,1,7,Weekend,1000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BRUMMETTS & SR45E,39.22039032,-86.41105651
2015,1,1,Weekend,1100,1-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,ENDWRIGHT & W GIFFORD,39.15128969,-86.59638682
2015,1,1,Weekend,1100,2-Car,No injury/unknown,WRONG WAY ON ONE WAY,EAST THIRD & SR46N,39.09088158,-86.51473999
2015,1,6,Weekday,800,Pedestrian,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,W GORDON,39.121648,-86.539088
2015,1,6,Weekend,2100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BLOOMFIELD & LIBERTY,0,0
2015,1,1,Weekday,2200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N KINSER,39.222752,-86.550096
2015,1,1,Weekend,1300,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FORREST PARK & SMITH,0,0
2015,1,2,Weekday,700,2-Car,No injury/unknown,UNSAFE SPEED,CURRY & SR48,39.16463885,-86.58291871
2015,1,2,Weekday,1100,Bus,No injury/unknown,UNSAFE LANE MOVEMENT,7TH & DUNN,39.16851014,-86.52823259
2015,1,2,Weekday,1600,2-Car,Non-incapacitating,UNSAFE LANE MOVEMENT,E 9TH & N WALNUT,39.170544,-86.533536
2015,1,2,Weekday,700,Pedestrian,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 3RD & S PARKRIDGE,39.16421995,-86.4763002
2015,1,1,Weekend,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DINSMORE & SR45W,39.11489515,-86.63129155
2015,1,2,Weekday,1900,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE MALL,39.15250667,-86.497904
2015,1,3,Weekday,0,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,S MILL STONE & S SARE,39.12377022,-86.50865033
2015,1,2,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E MOODY & S HENDERSON,39.148064,-86.526912
2015,1,3,Weekday,400,1-Car,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,SR37S,39.02058357,-86.53618193
2015,1,2,Weekday,1300,1-Car,Incapacitating,OVERCORRECTING/OVERSTEERING,10TH & JEFFERSON,39.17164801,-86.50673515
2015,1,3,Weekday,800,1-Car,No injury/unknown,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,WALCOTT & WOODYARD,39.20263934,-86.60293007
2015,1,4,Weekday,1900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,ANNA LEE,39.16023619,-86.55678324
2015,1,3,Weekday,700,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,MATTHEWS & MCNEELY,39.23821002,-86.62392027
2015,1,3,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,KIRKWOOD & LINCOLN,39.16664,-86.530992
2015,1,3,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,E 4TH & S WALNUT,39.165648,-86.5336
2015,1,3,Weekday,1900,1-Car,Non-incapacitating,OVERCORRECTING/OVERSTEERING,ROGERS & STANDS,39.13599975,-86.50409131
2015,1,4,Weekday,900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S ROGERS & W ALLEN,39.155776,-86.538592
2015,1,2,Weekday,1500,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,INDUSTRIAL & W STATE ROAD 45,39.14387261,-86.57995526
2015,1,4,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DILLMAN & SR37S,39.09283916,-86.54563315
2015,1,4,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HIGHLAND & HUNTER,39.16224,-86.5176
2015,1,4,Weekday,1100,2-Car,No injury/unknown,UNSAFE BACKING,N ROSE,39.1662177,-86.51097988
2015,1,4,Weekday,700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,DILLMAN & SR37S,39.092976,-86.545648
2015,1,3,Weekday,700,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,ROGERS,39.13586997,-86.49740259
2015,1,4,Weekday,1200,1-Car,No injury/unknown,IMPROPER TURNING,E 10TH,39.17157747,-86.51808392
2015,1,5,Weekday,1900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,PATTERSON & SOUTH ROGERS,39.14321865,-86.53875008
2015,1,3,Weekday,700,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,W WALCOTT & W WOODYARD,39.201488,-86.601968
2015,1,4,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR46 & W ARLINGTON,39.20764272,-86.57990586
2015,1,4,Weekday,1500,3+ Cars,Non-incapacitating,BRAKE FAILURE OR DEFECTIVE,CORY & THIRD,39.164544,-86.560096
2015,1,4,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FEE & THIRTEENTH,39.17511699,-86.51902368
2015,1,6,Weekend,1900,1-Car,No injury/unknown,UNSAFE BACKING,EAST LINGELBACH,39.17783417,-86.50846123
2015,1,4,Weekday,1600,3+ Cars,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,2ND & COLLEGE MALL,39.160944,-86.497696
2015,1,4,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,N JORDAN,39.17471408,-86.51501534
2015,1,4,Weekday,1700,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,2ND & PATTERSON,39.16074984,-86.54850997
2015,1,4,Weekday,1500,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,ROGERS & W 1ST,39.159504,-86.538592
2015,1,4,Weekday,1700,2-Car,Fatal,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR 45,39.125312,-86.610496
2015,1,4,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,GRIMES & WALNUT,39.15344,-86.5336
2015,1,3,Weekday,1300,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S ADAMS,39.164544,-86.552192
2015,1,5,Weekday,1200,3+ Cars,Incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,FAIRFAX & OLD STATE ROAD 37,39.10725988,-86.53149001
2015,1,5,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CURRY & THIRD,0,0
2015,1,5,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,N KINSER,39.20304,-86.547392
2015,1,5,Weekday,1600,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & ROGERS,39.17197385,-86.53867028
2015,1,2,Weekday,2300,1-Car,No injury/unknown,UNSAFE LANE MOVEMENT,EAST 17TH,39.17906597,-86.52582384
2015,1,5,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD & S WOODCREST,39.164272,-86.502416
2015,1,5,Weekday,1000,2-Car,Non-incapacitating,ACCELERATOR FAILURE OR DEFECTIVE,N WALNUT & SR46W,39.186368,-86.5344
2015,1,4,Weekday,500,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,DUNN & OLD STATE ROAD 37,39.208048,-86.528704
2015,1,5,Weekday,1000,2-Car,Non-incapacitating,UNSAFE BACKING,N WALNUT & SR46W,39.18636592,-86.53404709
2015,1,6,Weekday,1100,2-Car,No injury/unknown,LEFT OF CENTER,E 10TH & N WOODBRIDGE,39.17154975,-86.49086996
2015,1,6,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,GATES,39.16825801,-86.5763399
2015,1,6,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,MILLER & WALNUT,39.14828415,-86.5329291
2015,1,6,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ROGERS & SARE,39.13584,-86.496288
2015,1,6,Weekday,1700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,3RD & COLLEGE MALL,39.16424,-86.4984
2015,1,6,Weekday,1400,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,S CURRY & W 3RD,39.16093865,-86.58292002
2015,1,6,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & CORY,39.164544,-86.560096
2015,1,6,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,JACOB & SUSAN,39.17026028,-86.57266996
2015,1,6,Weekday,1600,3+ Cars,Incapacitating,DISREGARD SIGNAL/REG SIGN,EAST 17TH & SR46,39.17979888,-86.50723113
2015,1,6,Weekday,1700,2-Car,Incapacitating,DISREGARD SIGNAL/REG SIGN,E 3RD & N SMITH,39.16424,-86.480688
2015,1,6,Weekday,1500,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,E EASTGATE & SR46S,39.17007363,-86.50130881
2015,1,6,Weekend,1900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E HILLSIDE & GRANT,39.15031738,-86.53008584
2015,1,7,Weekend,400,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W GOURLEY,39.185232,-86.54060206
2015,1,3,Weekday,500,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E ROBINSON,39.25177383,-86.47724151
2015,1,7,Weekend,1300,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,EASTGATE & SR46E,39.17024,-86.501392
2015,1,7,Weekend,1300,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,S PATTERSON & W 2ND,39.16074984,-86.54850997
2015,1,2,Weekday,1300,Bus,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,CLARIZZ & COVENANTER,39.15246986,-86.49053723
2015,2,4,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & CURRY,0,0
2015,2,4,Weekday,1400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST 7TH,39.168752,-86.5436
2015,2,4,Weekday,1800,1-Car,No injury/unknown,UNSAFE BACKING,E 10TH,39.17157747,-86.51808392
2015,2,4,Weekday,1400,3+ Cars,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST 14TH & NORTH WASHINGTON,39.175968,-86.532288
2015,2,4,Weekday,1700,2-Car,Incapacitating,LEFT OF CENTER,N OLD STATE RD 37 & NORTH DUNN,39.208048,-86.528704
2015,2,4,Weekday,2000,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,NORTH FEE,39.17800784,-86.51889301
2015,2,4,Weekday,2000,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,INDIANA & SIXTH,39.16751336,-86.5269452
2015,2,4,Weekday,1800,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,17TH & COLLEGE,39.17923465,-86.53471898
2015,2,4,Weekday,2000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BLOOMFIELD & SR 37,0,0
2015,2,4,Weekday,1900,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,S COLLEGE,39.16387853,-86.53482318
2015,2,4,Weekday,2100,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,ATWATER & JORDAN,39.16304983,-86.51638984
2015,2,4,Weekday,2300,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,10TH & BARRINGTON,39.17166978,-86.48929014
2015,2,4,Weekday,1900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,STONE MILL & WHISNAND,39.22464,-86.539392
2015,2,5,Weekday,700,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,LANDMARK & W 3RD,39.16442983,-86.55630983
2015,2,5,Weekday,800,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SPARKS & SR37,39.31408333,-85.48831667
2015,2,5,Weekday,1100,2-Car,No injury/unknown,IMPROPER TURNING,3RD & SOUTH COLLEGE,39.16464,-86.534816
2015,2,5,Weekday,1200,2-Car,No injury/unknown,IMPROPER PASSING,3RD & S LINCOLN,39.16464,-86.531024
2015,2,4,Weekday,2100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,EAST ROGERS & SOUTH SMITH,39.13584,-86.480496
2015,2,4,Weekday,1900,2-Car,No injury/unknown,LEFT OF CENTER,N CROSSOVER & SR37N,39.29414449,-86.51947021
2015,2,4,Weekday,2000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SR37N & W BURMA,39.31173574,-86.51283861
2015,2,4,Weekday,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH WALNUT,39.14213562,-86.52915191
2015,2,5,Weekday,2000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,COLLEGE & DODDS,39.157568,-86.534896
2015,2,5,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD & S WALNUT,39.16464,-86.5336
2015,2,5,Weekday,2200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & WALNUT,39.16464,-86.5336
2015,2,5,Weekday,2300,2-Car,Incapacitating,IMPROPER TURNING,E VARSITY,39.183605,-86.530387
2015,2,5,Weekday,2300,3+ Cars,Incapacitating,LEFT OF CENTER,EAST 20TH & NORTH LINCOLN,39.181744,-86.530192
2015,2,5,Weekday,2300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD & S INDIANA,39.164448,-86.5268
2015,2,5,Weekday,600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N WAYPORT & SR37N,39.26274948,-86.52262902
2015,2,5,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N WAYPORT & SR37N,39.26220126,-86.52261598
2015,2,5,Weekday,800,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,CROSSOVER & SR37N,39.03417863,-86.51947021
2015,2,5,Weekday,900,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,FENCELINE & REAVES,0,0
2015,2,5,Weekday,700,2-Car,No injury/unknown,RAN OFF ROAD RIGHT,SIMPSON CHAPEL & SR37N,39.28310542,-86.52179929
2015,2,6,Weekday,900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,GILMORE & REEVES,39.23164485,-86.67094287
2015,2,6,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,COLLEGE & W 6TH,39.167648,-86.534784
2015,2,6,Weekday,1100,2-Car,No injury/unknown,,BURKS,39.152352,-86.5064
2015,2,6,Weekday,100,2-Car,No injury/unknown,,E 14,39.17602502,-86.53047479
2015,2,5,Weekday,2000,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,ATWATER & HENDERSON,39.163344,-86.5272
2015,2,6,Weekday,1600,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,ATWATER & PARK,39.1631179,-86.52403492
2015,2,6,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,EAST 17TH,39.17906329,-86.5209221
2015,2,6,Weekday,1700,1-Car,No injury/unknown,UNSAFE BACKING,S FAIRFAX,39.03407288,-86.4906311
2015,2,6,Weekday,1600,3+ Cars,Incapacitating,FOLLOWING TOO CLOSELY,FULLERTON & SR37S,39.18558944,-86.57353973
2015,2,6,Weekday,1700,2-Car,No injury/unknown,LEFT OF CENTER,BOLTINGHOUSE & EARL YOUNG,39.23031025,-86.4732658
2015,2,5,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N CURRY & W VERNAL,39.179248,-86.5832
2015,2,5,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,W SIERRA,39.15266671,-86.58359594
2015,2,7,Weekend,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,MCARTNEY & SARE,39.15540218,-86.49749971
2015,2,7,Weekend,900,2-Car,No injury/unknown,IMPROPER TURNING,HIGHLAND & THIRD,39.16426229,-86.51775641
2015,2,5,Weekday,2100,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,BOTTOM & SR37,39.3824478,-86.55792236
2015,2,7,Weekend,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,COLLEGE MALL & COVENANTER,0,0
2015,2,7,Weekend,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,8TH & GRANT,39.169552,-86.529696
2015,2,7,Weekend,1700,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,2ND & PATTERSON,39.16074984,-86.54850997
2015,2,7,Weekend,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,WALNUT & WINSLOW,39.136144,-86.528688
2015,2,7,Weekend,200,2-Car,No injury/unknown,UNSAFE BACKING,N FAIRVIEW & W 12TH,39.174192,-86.541072
2015,2,1,Weekend,400,3+ Cars,No injury/unknown,,2ND & DUNN,39.16144,-86.528288
2015,2,7,Weekend,200,2-Car,No injury/unknown,RAN OFF ROAD RIGHT,E 14TH,39.17619886,-86.52693714
2015,2,7,Weekend,2100,3+ Cars,Incapacitating,LEFT OF CENTER,SR46W & STINESVILLE,39.26696063,-86.66582979
2015,2,5,Weekday,900,1-Car,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,ELLIS & SR37,39.14066572,-86.53289794
2015,2,1,Weekend,1800,2-Car,Non-incapacitating,IMPROPER TURNING,COLLEGE MALL & MOORES,39.15058524,-86.4979936
2015,2,1,Weekday,2000,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,N WALNUT & SR46E,39.186368,-86.5344
2015,2,6,Weekend,2000,2-Car,No injury/unknown,UNSAFE SPEED,ACUFF & SR37,39.20840935,-86.55361584
2015,2,7,Weekend,2300,2-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,EMPIRE MILL & SOUTH OLD STATE ROAD 37,39.08624,-86.542
2015,2,7,Weekend,500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,LEONARD SPRINGS & SR45W,39.14190066,-86.5828886
2015,2,1,Weekend,300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S SNOODY,39.1216774,-86.48906707
2015,2,1,Weekday,2300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CLUB HOUSE & SR37N,0,0
2015,2,2,Weekday,700,1-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,310 E ATWATER (GARAGE) & ATWATER,39.164448,-86.528096
2015,2,2,Weekday,700,2-Car,No injury/unknown,,N WILLIS 9,39.18094254,-86.54261016
2015,2,2,Weekday,1200,1-Car,Incapacitating,RAN OFF ROAD RIGHT,N DUNN & N OLD ST RD 37,39.20801975,-86.52873726
2015,2,2,Weekday,1100,2-Car,No injury/unknown,,N RANGE,39.17975117,-86.49529366
2015,2,2,Weekday,1600,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,S WESTPLEX & W 3RD,39.16440971,-86.55390333
2015,2,2,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,8TH & WALDRON,39.169616,-86.5436
2015,2,4,Weekday,2000,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,S FIELDSTONE & W COBBLE STONE,39.16040987,-86.60478003
2015,2,2,Weekday,2200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E RHORER & S SARE,39.12144005,-86.51157997
2015,2,3,Weekday,1000,1-Car,No injury/unknown,INSECURE/LEAKY LOAD,FLUCK MILL & VICTOR,39.07377988,-86.57107003
2015,2,3,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,WALNUT & WALNUT STREET,39.107344,-86.5264
2015,2,3,Weekday,1500,Bus,Incapacitating,DRIVER ILLNESS,BURKS,39.15584,-86.506496
2015,2,3,Weekday,1500,Pedestrian,Incapacitating,IMPROPER TURNING,DUNN & KIRKWOOD,39.16664,-86.528192
2015,2,3,Weekday,2000,Pedestrian,Non-incapacitating,PEDESTRIAN ACTION,HILLSIDE & WALNUT,39.150544,-86.5336
2015,2,4,Weekday,0,1-Car,Non-incapacitating,ANIMAL/OBJECT IN ROADWAY,N LITTLE WOLF MOUNTAIN & N WOLF MOUNTAIN,39.30224,-86.663808
2015,2,4,Weekday,600,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,SR37S & VERNAL,39.20835355,-86.56252288
2015,2,3,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,EAST KIRKWOOD,39.16677127,-86.54552653
2015,2,1,Weekday,1900,3+ Cars,Incapacitating,LEFT OF CENTER,SEWELL & SR46,39.15171874,-86.38255516
2015,2,4,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,7TH & MORTON,0,0
2015,2,4,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E GRIMES & S WALNUT,39.15344,-86.5336
2015,2,4,Weekday,1500,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E 3RD & S BALLANTINE,39.16424,-86.518992
2015,2,4,Weekday,1700,2-Car,No injury/unknown,UNSAFE SPEED,SR37 & VERNAL,39.17543601,-86.56396724
2015,2,4,Weekday,1700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N MT TABOR & W BARR,0,0
2015,2,2,Weekday,800,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,3RD,39.164848,-86.57602133
2015,2,6,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,115 N GLENWOOD AVE W & LONGVIEW,39.167248,-86.484192
2015,2,5,Weekday,800,1-Car,No injury/unknown,UNSAFE BACKING,2602 S SOUTHERN PINES & SOUTHERN RIDGE,39.13934716,-86.54755656
2015,2,5,Weekday,900,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,S OLD SR 37 & SR37,39.04018419,-86.54416009
2015,2,5,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N MONROE & SR4546W,39.186944,-86.5468
2015,2,5,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,KIRKWOOD & WALNUT,39.16664,-86.5336
2015,2,5,Weekday,1400,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,10TH & UNION,39.171472,-86.509376
2015,2,5,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37N & W VERNAL,39.17599001,-86.56318363
2015,2,5,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S CURRY & W 3RD,39.16463971,-86.58292002
2015,2,5,Weekday,1800,2-Car,No injury/unknown,IMPROPER PASSING,14TH & LINDBERGH,39.176048,-86.552592
2015,2,4,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SMITH & SR46W,39.210144,-86.5832
2015,2,5,Weekday,2000,Pedestrian,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E THIRD,39.0803299,-86.51473999
2015,2,5,Weekday,2200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WALNUT,39.165648,-86.5336
2015,2,5,Weekday,2200,Cyclist,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,WINSLOW,39.136144,-86.523744
2015,2,5,Weekday,2100,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,2 ND & FAIRFAX,39.082166,-86.5157979
2015,2,6,Weekday,400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,NORTH MADISON & WEST 17TH,39.178992,-86.537792
2015,2,5,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,RHORER & WALNUT STREET,39.12144,-86.526496
2015,2,5,Weekday,700,1-Car,Incapacitating,RAN OFF ROAD RIGHT,CHAMBERS & SR37S,39.30432,-86.5168
2015,2,6,Weekday,800,1-Car,No injury/unknown,VIEW OBSTRUCTED,6TH & ELM,39.167712,-86.5452
2015,2,6,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR4546 & TENTH,39.176848,-86.478192
2015,2,5,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR46W & UNION VALLEY,39.21328558,-86.59020994
2015,2,5,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,N MADISON & W 6TH,39.167664,-86.537296
2015,2,6,Weekday,1100,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,N OLD ST RD 37 & N WALNUT,39.18336019,-86.53415009
2015,2,6,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N MADISON & W 17TH,39.178992,-86.537792
2015,2,6,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SOUTH WALNUT,39.154352,-86.5336
2015,2,5,Weekday,1200,2-Car,No injury/unknown,IMPROPER TURNING,13TH (PARKING LOT & FEE,0,0
2015,2,6,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,EAST 3RD & SOUTH JEFFERSON,39.164304,-86.506992
2015,2,6,Weekday,1800,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,THIRD & WALNUT,39.08217966,-85.81297853
2015,2,6,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N CURRY & SR46W,39.19377136,-86.57120616
2015,2,6,Weekday,1800,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,N SMITH & SR46W,39.210144,-86.5832
2015,2,4,Weekday,1800,1-Car,Non-incapacitating,UNSAFE SPEED,EAST DILLMAN & SOUTH FAIRFAX,39.09264,-86.51672
2015,2,6,Weekday,300,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,E 2ND & S WASHINGTON,39.16144,-86.5324
2015,2,5,Weekday,1500,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR37N & VERNAL,39.17617467,-86.56292242
2015,2,6,Weekend,2100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR45 & WALNUT,39.186368,-86.5344
